UserID,Stock,Buy_Date,Buy_Price,Sell_Date,Sell_Price,Quantity,Holding_Days,Profit_Loss,Mistake_Type
U0196,INFY,2023-06-21,5027.09,2023-07-14,5058.42,1,23,31.33,Good Trade
U0154,SBI,2022-09-02,5209.67,2022-09-05,5208.01,8,3,-13.28,Minor Loss
U0093,ICICI,2018-10-04,2885.7,2018-10-08,2887.59,16,4,30.24,Good Trade
U0146,TCS,2016-05-05,1712.64,2016-05-27,1788.14,5,22,377.5,Good Trade
U0195,LT,2016-12-22,2071.26,2016-12-29,2098.03,43,7,1151.11,Good Trade
U0122,LT,2017-08-04,2436.7,2017-08-17,2484.29,34,13,1618.06,Good Trade
U0156,WIPRO,2018-04-30,2850.85,2018-05-24,2909.79,49,24,2888.06,Good Trade
U0187,HDFC,2019-11-22,3605.19,2019-12-11,3657.06,43,19,2230.41,Good Trade
U0167,SBI,2021-11-17,4753.31,2021-12-10,4799.85,29,23,1349.66,Good Trade
U0031,HDFC,2018-07-12,2874.72,2018-07-17,2881.67,22,5,152.9,Good Trade
U0006,AXISBANK,2023-09-12,5331.29,2023-09-22,5340.5,38,10,349.98,Good Trade
U0057,RELIANCE,2016-02-11,1563.27,2016-02-15,1561.86,15,4,-21.15,Minor Loss
U0018,RELIANCE,2020-03-10,3942.92,2020-03-13,3930.35,33,3,-414.81,Minor Loss
U0061,ICICI,2022-08-16,4755.19,2022-08-25,4761.03,35,9,204.4,Good Trade
U0034,AXISBANK,2022-06-03,4676.79,2022-06-15,4671.92,31,12,-150.97,Minor Loss
U0105,HDFC,2016-06-24,1801.51,2016-06-30,1797.83,43,6,-158.24,Minor Loss
U0111,SBI,2021-08-25,4567.37,2021-09-14,4614.81,30,20,1423.2,Good Trade
U0187,RELIANCE,2016-07-19,1842.39,2016-07-21,1847.25,26,2,126.36,Over-trading
U0187,SBI,2016-09-19,1858.87,2016-09-29,1882.19,13,10,303.16,Good Trade
U0049,LT,2022-01-17,4624.84,2022-01-24,4615.84,28,7,-252.0,Minor Loss
U0047,ICICI,2022-04-06,4569.12,2022-04-18,4598.62,5,12,147.5,Good Trade
U0114,LT,2016-07-15,1777.4,2016-07-19,1787.24,42,4,413.28,Good Trade
U0139,RELIANCE,2016-06-20,1795.92,2016-06-30,1814.71,11,10,206.69,Good Trade
U0105,HUL,2022-07-22,5310.03,2022-08-02,5321.75,26,11,304.72,Good Trade
U0016,INFY,2020-12-14,3888.44,2020-12-15,3895.47,25,1,175.75,Over-trading
U0068,HUL,2019-06-25,3618.57,2019-07-15,3649.89,45,20,1409.4,Good Trade
U0188,LT,2022-08-23,4945.87,2022-08-30,4960.16,13,7,185.77,Good Trade
U0076,HDFC,2015-12-02,1501.39,2015-12-29,1512.17,48,27,517.44,Good Trade
U0139,RELIANCE,2019-12-04,3828.13,2019-12-06,3816.29,4,2,-47.36,Over-trading
U0150,HUL,2022-11-23,5526.17,2022-12-16,5570.98,11,23,492.91,Good Trade
U0015,LT,2016-04-05,1680.65,2016-04-13,1683.25,5,8,13.0,Good Trade
U0153,TCS,2018-09-11,2901.86,2018-09-28,2941.05,8,17,313.52,Good Trade
U0146,HDFC,2015-08-17,1301.25,2015-09-14,1345.8,6,28,267.3,Good Trade
U0108,AXISBANK,2023-11-16,5473.44,2023-12-11,5531.39,21,25,1216.95,Good Trade
U0067,HDFC,2019-12-06,3641.03,2019-12-18,3663.28,17,12,378.25,Good Trade
U0102,INFY,2019-09-17,3156.73,2019-10-08,3200.86,21,21,926.73,Good Trade
U0193,TCS,2015-02-24,1054.34,2015-03-17,1046.1,40,21,-329.6,Minor Loss
U0145,TCS,2016-02-25,1617.88,2016-03-22,1660.37,14,26,594.86,Good Trade
U0130,ICICI,2017-01-30,2055.81,2017-02-15,2074.26,5,16,92.25,Good Trade
U0063,SBI,2019-06-24,3284.29,2019-07-02,3319.95,29,8,1034.14,Good Trade
U0140,ICICI,2023-04-21,5074.92,2023-04-24,5071.34,43,3,-153.94,Minor Loss
U0142,ICICI,2016-08-17,1811.63,2016-08-24,1825.19,17,7,230.52,Good Trade
U0030,TCS,2023-09-08,5274.29,2023-09-15,5273.67,18,7,-11.16,Minor Loss
U0073,AXISBANK,2018-04-23,2869.18,2018-05-08,2882.62,14,15,188.16,Good Trade
U0176,ICICI,2022-12-08,4827.76,2022-12-30,4870.27,17,22,722.67,Good Trade
U0014,TCS,2021-08-25,4364.36,2021-09-07,4388.3,3,13,71.82,Good Trade
U0001,SBI,2017-01-19,2066.73,2017-02-01,2094.7,11,13,307.67,Good Trade
U0190,HUL,2023-08-30,5884.53,2023-09-19,5905.97,36,20,771.84,Good Trade
U0003,TCS,2016-03-08,1644.68,2016-03-15,1652.41,35,7,270.55,Good Trade
U0010,SBI,2023-09-05,5792.74,2023-09-12,5801.52,28,7,245.84,Good Trade
U0033,RELIANCE,2019-11-04,3772.01,2019-11-20,3790.14,3,16,54.39,Good Trade
U0092,HDFC,2018-12-03,3093.58,2018-12-07,3109.3,23,4,361.56,Good Trade
U0200,LT,2021-05-19,4343.71,2021-06-16,4361.98,48,28,876.96,Good Trade
U0040,HDFC,2017-07-20,2252.35,2017-07-28,2269.61,27,8,466.02,Good Trade
U0007,INFY,2020-03-19,3508.35,2020-04-08,3577.22,43,20,2961.41,Good Trade
U0189,HDFC,2019-03-11,3184.81,2019-03-19,3179.42,45,8,-242.55,Minor Loss
U0028,WIPRO,2015-08-11,1345.34,2015-09-02,1416.05,15,22,1060.65,Good Trade
U0052,HUL,2020-06-29,4174.75,2020-07-13,4182.92,15,14,122.55,Good Trade
U0058,RELIANCE,2018-01-12,2554.07,2018-01-31,2576.52,22,19,493.9,Good Trade
U0072,TCS,2019-05-21,3271.14,2019-06-06,3311.56,42,16,1697.64,Good Trade
U0131,WIPRO,2023-06-02,5597.47,2023-06-19,5613.77,2,17,32.6,Good Trade
U0030,ICICI,2017-10-20,2407.05,2017-11-16,2393.28,17,27,-234.09,Minor Loss
U0010,TCS,2021-10-27,4460.63,2021-11-12,4503.14,47,16,1997.97,Good Trade
U0081,WIPRO,2023-01-11,5357.91,2023-01-17,5360.48,25,6,64.25,Good Trade
U0148,HDFC,2019-01-01,3129.82,2019-01-03,3133.42,46,2,165.6,Over-trading
U0112,RELIANCE,2023-03-01,5653.19,2023-03-27,5685.24,44,26,1410.2,Good Trade
U0185,HDFC,2020-09-18,4063.78,2020-10-08,4108.98,5,20,226.0,Good Trade
U0171,SBI,2019-12-05,3493.11,2019-12-11,3503.68,47,6,496.79,Good Trade
U0077,LT,2019-11-08,3641.69,2019-11-28,3655.91,21,20,298.62,Good Trade
U0104,ICICI,2023-09-14,5354.73,2023-09-21,5359.84,13,7,66.43,Good Trade
U0108,WIPRO,2017-09-25,2480.62,2017-10-23,2492.57,37,28,442.15,Good Trade
U0078,WIPRO,2023-08-09,5666.89,2023-08-10,5670.61,20,1,74.4,Over-trading
U0074,HDFC,2021-09-30,4714.94,2021-10-27,4762.3,39,27,1847.04,Good Trade
U0168,SBI,2022-04-20,4916.65,2022-05-11,4965.5,29,21,1416.65,Good Trade
U0173,HDFC,2023-01-10,5430.56,2023-02-01,5459.38,48,22,1383.36,Good Trade
U0044,TCS,2019-06-17,3323.44,2019-07-10,3344.82,43,23,919.34,Good Trade
U0163,AXISBANK,2020-04-06,3524.03,2020-04-09,3533.43,49,3,460.6,Good Trade
U0061,ICICI,2018-07-12,2758.55,2018-07-23,2791.64,10,11,330.9,Good Trade
U0007,RELIANCE,2018-11-05,3114.58,2018-11-27,3175.92,40,22,2453.6,Good Trade
U0197,TCS,2022-02-24,4553.54,2022-03-16,4589.34,41,20,1467.8,Good Trade
U0148,HDFC,2021-01-11,4234.63,2021-02-02,4294.28,26,22,1550.9,Good Trade
U0063,INFY,2015-02-02,1084.12,2015-02-06,1100.43,50,4,815.5,Good Trade
U0109,HDFC,2017-10-05,2409.54,2017-10-30,2465.77,30,25,1686.9,Good Trade
U0013,LT,2018-11-29,3198.66,2018-12-05,3207.07,30,6,252.3,Good Trade
U0035,HUL,2023-05-04,5752.09,2023-05-30,5766.85,39,26,575.64,Good Trade
U0082,HUL,2022-12-05,5549.41,2022-12-23,5586.96,36,18,1351.8,Good Trade
U0115,INFY,2022-06-15,4576.08,2022-07-06,4620.03,17,21,747.15,Good Trade
U0193,HDFC,2019-05-09,3296.74,2019-06-03,3334.26,32,25,1200.64,Good Trade
U0161,HDFC,2019-04-24,3252.9,2019-05-15,3290.71,5,21,189.05,Good Trade
U0183,ICICI,2018-09-06,2855.76,2018-09-19,2873.93,22,13,399.74,Good Trade
U0082,LT,2016-04-07,1683.52,2016-04-14,1684.92,10,7,14.0,Good Trade
U0060,WIPRO,2017-05-25,2330.84,2017-06-05,2330.92,5,11,0.4,Good Trade
U0107,WIPRO,2020-03-12,3794.72,2020-04-07,3849.48,30,26,1642.8,Good Trade
U0107,RELIANCE,2018-04-02,2700.66,2018-04-20,2715.97,25,18,382.75,Good Trade
U0198,AXISBANK,2015-04-23,1146.09,2015-05-20,1186.16,25,27,1001.75,Good Trade
U0123,RELIANCE,2020-07-09,4172.19,2020-07-23,4199.35,49,14,1330.84,Good Trade
U0100,WIPRO,2023-06-14,5602.58,2023-07-10,5622.45,39,26,774.93,Good Trade
U0057,HUL,2018-06-12,3084.03,2018-06-25,3115.47,28,13,880.32,Good Trade
U0125,RELIANCE,2021-02-08,4506.79,2021-02-23,4525.03,43,15,784.32,Good Trade
U0174,WIPRO,2017-08-04,2408.0,2017-08-25,2438.34,9,21,273.06,Good Trade
U0160,LT,2015-06-04,1277.25,2015-06-23,1284.81,38,19,287.28,Good Trade
U0145,RELIANCE,2016-04-26,1707.85,2016-05-16,1721.5,9,20,122.85,Good Trade
U0119,INFY,2015-10-15,1349.06,2015-10-28,1354.3,25,13,131.0,Good Trade
U0084,HDFC,2022-02-21,4855.64,2022-03-08,4875.67,22,15,440.66,Good Trade
U0195,WIPRO,2019-05-15,3412.83,2019-06-04,3469.3,17,20,959.99,Good Trade
U0021,HUL,2015-04-22,1215.06,2015-05-18,1269.57,4,26,218.04,Good Trade
U0090,HDFC,2016-01-29,1538.32,2016-02-02,1550.25,49,4,584.57,Good Trade
U0008,HDFC,2018-02-16,2618.68,2018-02-19,2621.42,40,3,109.6,Good Trade
U0040,HDFC,2016-12-26,2023.24,2017-01-17,2030.07,43,22,293.69,Good Trade
U0030,AXISBANK,2018-06-04,2891.56,2018-06-25,2928.96,45,21,1683.0,Good Trade
U0066,SBI,2017-08-21,2365.19,2017-09-18,2394.03,39,28,1124.76,Good Trade
U0192,TCS,2017-07-27,2343.02,2017-08-10,2362.53,7,14,136.57,Good Trade
U0149,RELIANCE,2019-11-25,3810.41,2019-12-20,3845.63,44,25,1549.68,Good Trade
U0097,WIPRO,2018-02-12,2709.45,2018-02-15,2713.05,38,3,136.8,Good Trade
U0177,HDFC,2016-08-08,1852.48,2016-08-22,1867.83,44,14,675.4,Good Trade
U0154,TCS,2023-11-21,5348.45,2023-11-23,5356.49,23,2,184.92,Over-trading
U0137,WIPRO,2020-10-26,4089.94,2020-10-29,4101.62,33,3,385.44,Good Trade
U0166,SBI,2015-03-13,1081.01,2015-04-02,1101.83,32,20,666.24,Good Trade
U0028,WIPRO,2020-09-08,4025.32,2020-09-29,4055.35,46,21,1381.38,Good Trade
U0040,WIPRO,2017-10-06,2483.0,2017-10-31,2528.18,42,25,1897.56,Good Trade
U0070,AXISBANK,2023-06-14,5189.69,2023-07-06,5212.18,30,22,674.7,Good Trade
U0112,AXISBANK,2019-03-20,3255.86,2019-04-04,3245.77,16,15,-161.44,Minor Loss
U0023,ICICI,2022-01-28,4441.21,2022-02-09,4469.0,49,12,1361.71,Good Trade
U0119,AXISBANK,2020-12-14,3872.71,2020-12-29,3910.7,2,15,75.98,Good Trade
U0127,SBI,2017-11-08,2471.13,2017-11-30,2508.8,14,22,527.38,Good Trade
U0091,ICICI,2020-05-06,3653.62,2020-05-19,3661.81,39,13,319.41,Good Trade
U0180,ICICI,2023-09-22,5361.36,2023-09-25,5354.94,34,3,-218.28,Minor Loss
U0049,TCS,2018-10-16,2964.3,2018-11-05,3016.34,32,20,1665.28,Good Trade
U0143,HDFC,2022-06-23,5059.12,2022-07-15,5114.27,29,22,1599.35,Good Trade
U0005,TCS,2019-08-15,3434.4,2019-08-27,3435.17,26,12,20.02,Good Trade
U0178,HDFC,2019-10-23,3547.3,2019-11-19,3615.84,24,27,1644.96,Good Trade
U0122,LT,2023-05-03,5274.89,2023-05-19,5302.3,28,16,767.48,Good Trade
U0191,LT,2020-03-11,3843.69,2020-03-27,3840.03,45,16,-164.7,Minor Loss
U0117,ICICI,2019-10-24,3426.65,2019-11-06,3435.2,15,13,128.25,Good Trade
U0031,HDFC,2019-12-16,3665.3,2019-12-20,3666.86,48,4,74.88,Good Trade
U0138,INFY,2018-01-03,2491.45,2018-01-12,2502.92,48,9,550.56,Good Trade
U0124,ICICI,2023-03-28,5009.1,2023-04-25,5074.2,19,28,1236.9,Good Trade
U0026,HDFC,2019-08-27,3443.61,2019-09-06,3451.9,24,10,198.96,Good Trade
U0046,ICICI,2015-03-23,1097.76,2015-04-16,1138.43,9,24,366.03,Good Trade
U0071,RELIANCE,2015-11-10,1447.23,2015-12-04,1476.58,19,24,557.65,Good Trade
U0179,INFY,2022-09-15,4665.01,2022-09-21,4684.39,1,6,19.38,Good Trade
U0147,ICICI,2022-05-16,4568.89,2022-06-07,4619.26,29,22,1460.73,Good Trade
U0088,INFY,2015-10-22,1357.44,2015-11-04,1370.55,31,13,406.41,Good Trade
U0030,TCS,2021-04-16,4262.11,2021-05-10,4259.14,5,24,-14.85,Minor Loss
U0148,RELIANCE,2017-05-19,2231.43,2017-05-26,2258.03,37,7,984.2,Good Trade
U0078,TCS,2018-11-23,2995.02,2018-11-29,3013.04,36,6,648.72,Good Trade
U0196,WIPRO,2018-07-18,3007.48,2018-08-10,3052.67,25,23,1129.75,Good Trade
U0116,HUL,2019-09-02,3777.65,2019-09-27,3840.87,28,25,1770.16,Good Trade
U0079,AXISBANK,2015-12-11,1489.52,2016-01-08,1530.57,48,28,1970.4,Good Trade
U0026,HDFC,2018-04-25,2712.32,2018-05-08,2735.05,43,13,977.39,Good Trade
U0021,INFY,2018-10-08,2917.19,2018-10-16,2912.62,36,8,-164.52,Minor Loss
U0020,INFY,2015-01-15,1032.51,2015-02-04,1093.71,29,20,1774.8,Good Trade
U0177,AXISBANK,2022-05-18,4673.49,2022-06-01,4674.46,3,14,2.91,Good Trade
U0060,ICICI,2019-06-11,3227.55,2019-07-02,3245.11,5,21,87.8,Good Trade
U0176,HDFC,2019-02-26,3166.99,2019-03-25,3193.53,43,27,1141.22,Good Trade
U0051,WIPRO,2016-10-20,2003.86,2016-11-15,2006.38,15,26,37.8,Good Trade
U0166,INFY,2019-03-05,3037.46,2019-03-12,3051.33,5,7,69.35,Good Trade
U0016,INFY,2019-10-30,3224.26,2019-11-27,3287.62,48,28,3041.28,Good Trade
U0146,ICICI,2021-11-23,4322.54,2021-11-29,4322.93,30,6,11.7,Good Trade
U0177,ICICI,2021-04-27,4038.82,2021-05-10,4073.95,33,13,1159.29,Good Trade
U0139,HUL,2021-11-16,4957.08,2021-11-19,4959.26,39,3,85.02,Good Trade
U0011,WIPRO,2020-01-23,3701.46,2020-02-20,3745.2,17,28,743.58,Good Trade
U0007,TCS,2018-08-06,2848.88,2018-08-31,2872.95,38,25,914.66,Good Trade
U0006,ICICI,2015-08-19,1352.55,2015-08-27,1360.92,31,8,259.47,Good Trade
U0133,HUL,2019-05-15,3585.85,2019-05-23,3599.83,38,8,531.24,Good Trade
U0112,HUL,2016-06-07,1855.42,2016-06-29,1870.05,23,22,336.49,Good Trade
U0105,SBI,2020-01-16,3613.68,2020-01-22,3615.72,11,6,22.44,Good Trade
U0085,WIPRO,2022-10-12,5250.67,2022-10-26,5276.79,43,14,1123.16,Good Trade
U0103,LT,2015-07-30,1270.9,2015-08-20,1311.01,6,21,240.66,Good Trade
U0081,ICICI,2020-01-29,3537.45,2020-02-04,3556.71,50,6,963.0,Good Trade
U0104,LT,2015-01-07,1032.83,2015-02-02,1088.87,30,26,1681.2,Good Trade
U0106,RELIANCE,2017-12-12,2488.78,2018-01-04,2541.08,24,23,1255.2,Good Trade
U0160,HUL,2021-12-09,4985.13,2021-12-13,4978.42,14,4,-93.94,Minor Loss
U0069,LT,2017-01-20,2136.33,2017-02-03,2172.93,29,14,1061.4,Good Trade
U0179,HUL,2016-11-28,2152.78,2016-11-29,2152.64,41,1,-5.74,Over-trading
U0156,HDFC,2017-06-27,2209.3,2017-07-11,2239.07,36,14,1071.72,Good Trade
U0004,LT,2021-05-28,4369.48,2021-06-02,4362.19,15,5,-109.35,Minor Loss
U0030,HUL,2016-11-04,2100.53,2016-11-11,2122.93,32,7,716.8,Good Trade
U0184,ICICI,2022-12-28,4872.12,2023-01-10,4872.54,27,13,11.34,Good Trade
U0124,HUL,2018-10-30,3269.06,2018-11-20,3286.94,36,21,643.68,Good Trade
U0038,WIPRO,2017-12-28,2635.15,2018-01-25,2714.01,33,28,2602.38,Good Trade
U0192,INFY,2016-02-04,1533.62,2016-02-17,1564.99,50,13,1568.5,Good Trade
U0107,SBI,2022-12-21,5327.9,2023-01-03,5381.48,1,13,53.58,Good Trade
U0073,ICICI,2022-09-08,4757.44,2022-09-15,4758.62,29,7,34.22,Good Trade
U0138,HUL,2020-06-02,4165.33,2020-06-17,4187.19,36,15,786.96,Good Trade
U0196,LT,2020-12-03,4135.51,2020-12-24,4169.23,21,21,708.12,Good Trade
U0049,HDFC,2021-01-05,4239.9,2021-01-15,4253.7,50,10,690.0,Good Trade
U0106,RELIANCE,2019-12-31,3858.09,2020-01-22,3892.54,46,22,1584.7,Good Trade
U0098,WIPRO,2017-05-23,2311.97,2017-06-14,2356.63,3,22,133.98,Good Trade
U0033,LT,2020-03-18,3839.43,2020-03-24,3846.49,29,6,204.74,Good Trade
U0026,LT,2022-03-04,4716.9,2022-03-07,4717.22,47,3,15.04,Good Trade
U0037,WIPRO,2017-06-05,2330.92,2017-06-08,2335.1,31,3,129.58,Good Trade
U0068,SBI,2021-03-30,4345.95,2021-04-02,4346.91,22,3,21.12,Good Trade
U0173,LT,2020-12-18,4150.31,2021-01-04,4176.58,41,17,1077.07,Good Trade
U0184,HUL,2023-06-30,5831.25,2023-07-04,5835.75,40,4,180.0,Good Trade
U0018,HDFC,2019-07-08,3355.9,2019-07-18,3390.28,48,10,1650.24,Good Trade
U0024,WIPRO,2016-07-19,1837.16,2016-07-25,1838.03,29,6,25.23,Good Trade
U0043,ICICI,2015-06-16,1238.38,2015-06-18,1242.18,21,2,79.8,Over-trading
U0015,ICICI,2020-08-18,3741.01,2020-09-03,3771.41,28,16,851.2,Good Trade
U0038,HDFC,2023-05-04,5565.27,2023-05-24,5572.59,37,20,270.84,Good Trade
U0175,INFY,2017-09-01,2350.64,2017-09-11,2355.75,6,10,30.66,Good Trade
U0157,WIPRO,2018-10-12,3124.2,2018-11-05,3100.68,38,24,-893.76,Minor Loss
U0037,HDFC,2022-03-29,4889.69,2022-04-11,4929.81,30,13,1203.6,Good Trade
U0066,RELIANCE,2022-04-21,5230.75,2022-05-05,5245.81,44,14,662.64,Good Trade
U0140,INFY,2016-02-29,1606.3,2016-03-21,1628.16,23,21,502.78,Good Trade
U0151,ICICI,2021-08-30,4220.94,2021-09-10,4221.44,30,11,15.0,Good Trade
U0078,HDFC,2021-01-14,4255.65,2021-02-05,4294.61,7,22,272.72,Good Trade
U0061,WIPRO,2020-08-20,4030.98,2020-09-16,4048.4,19,27,330.98,Good Trade
U0180,ICICI,2015-05-06,1166.05,2015-05-25,1185.5,18,19,350.1,Good Trade
U0003,AXISBANK,2015-10-08,1364.55,2015-11-05,1401.71,48,28,1783.68,Good Trade
U0128,ICICI,2018-08-13,2838.33,2018-09-10,2858.93,23,28,473.8,Good Trade
U0057,HDFC,2018-12-07,3109.3,2018-12-14,3106.02,41,7,-134.48,Minor Loss
U0025,RELIANCE,2019-11-07,3767.19,2019-11-28,3816.49,3,21,147.9,Good Trade
U0149,SBI,2017-01-24,2074.36,2017-01-27,2082.27,19,3,150.29,Good Trade
U0084,WIPRO,2017-10-04,2484.69,2017-10-13,2493.52,9,9,79.47,Good Trade
U0139,SBI,2023-05-03,5593.65,2023-05-26,5617.93,18,23,437.04,Good Trade
U0043,ICICI,2022-07-26,4735.45,2022-08-09,4734.75,48,14,-33.6,Minor Loss
U0087,TCS,2022-05-10,4683.87,2022-05-13,4678.93,10,3,-49.4,Minor Loss
U0194,HDFC,2021-03-29,4388.04,2021-04-22,4438.65,24,24,1214.64,Good Trade
U0024,WIPRO,2015-03-23,1054.8,2015-04-03,1087.8,35,11,1155.0,Good Trade
U0032,HUL,2020-10-14,4305.24,2020-10-27,4327.41,38,13,842.46,Good Trade
U0098,SBI,2016-09-13,1838.77,2016-09-23,1862.82,31,10,745.55,Good Trade
U0007,AXISBANK,2023-10-25,5417.26,2023-11-09,5453.46,40,15,1448.0,Good Trade
U0057,TCS,2022-04-15,4633.94,2022-04-29,4660.35,42,14,1109.22,Good Trade
U0105,TCS,2017-03-13,2174.28,2017-03-15,2181.03,3,2,20.25,Over-trading
U0078,HUL,2016-10-27,2099.68,2016-11-02,2098.51,16,6,-18.72,Minor Loss
U0138,INFY,2021-02-05,3979.77,2021-02-26,4005.22,24,21,610.8,Good Trade
U0172,LT,2021-07-30,4403.27,2021-08-26,4446.14,48,27,2057.76,Good Trade
U0187,INFY,2021-07-07,4208.41,2021-07-13,4207.8,32,6,-19.52,Minor Loss
U0158,WIPRO,2019-05-23,3418.34,2019-05-27,3427.59,45,4,416.25,Good Trade
U0095,HDFC,2021-12-17,4793.63,2022-01-07,4809.16,16,21,248.48,Good Trade
U0093,TCS,2020-10-07,3965.07,2020-11-02,3980.1,42,26,631.26,Good Trade
U0092,RELIANCE,2021-04-01,4612.69,2021-04-14,4627.02,13,13,186.29,Good Trade
U0032,HUL,2016-06-09,1866.49,2016-06-20,1867.96,42,11,61.74,Good Trade
U0164,AXISBANK,2015-05-04,1179.58,2015-05-06,1190.06,22,2,230.56,Over-trading
U0063,INFY,2023-11-13,5273.99,2023-11-22,5305.33,5,9,156.7,Good Trade
U0196,LT,2018-04-03,2815.59,2018-04-30,2851.16,14,27,497.98,Good Trade
U0060,SBI,2017-04-26,2220.53,2017-05-24,2257.42,1,28,36.89,Good Trade
U0071,INFY,2017-01-16,2079.81,2017-02-09,2145.7,17,24,1120.13,Good Trade
U0045,TCS,2015-05-28,1156.97,2015-06-04,1178.62,1,7,21.65,Good Trade
U0092,HDFC,2020-01-31,3748.75,2020-02-03,3746.17,12,3,-30.96,Minor Loss
U0068,RELIANCE,2016-12-28,2048.34,2017-01-17,2034.79,34,20,-460.7,Minor Loss
U0030,TCS,2022-06-23,4705.16,2022-07-14,4699.46,50,21,-285.0,Minor Loss
U0093,LT,2016-09-16,1915.14,2016-10-07,1972.12,33,21,1880.34,Good Trade
U0057,AXISBANK,2015-09-07,1334.78,2015-09-30,1363.99,20,23,584.2,Good Trade
U0118,RELIANCE,2015-12-16,1496.97,2016-01-07,1508.14,26,22,290.42,Good Trade
U0110,TCS,2022-09-13,4769.78,2022-10-04,4800.65,5,21,154.35,Good Trade
U0021,SBI,2017-05-01,2231.59,2017-05-04,2224.29,9,3,-65.7,Minor Loss
U0071,AXISBANK,2023-08-11,5297.7,2023-08-28,5308.02,25,17,258.0,Good Trade
U0153,LT,2019-08-19,3530.68,2019-09-09,3566.24,33,21,1173.48,Good Trade
U0155,WIPRO,2016-07-22,1847.07,2016-07-28,1855.27,42,6,344.4,Good Trade
U0167,LT,2018-05-17,2873.91,2018-06-06,2861.93,29,20,-347.42,Minor Loss
U0059,WIPRO,2020-04-28,3892.23,2020-05-19,3919.01,26,21,696.28,Good Trade
U0107,TCS,2019-11-28,3593.55,2019-12-18,3617.66,21,20,506.31,Good Trade
U0171,ICICI,2020-11-17,3822.58,2020-11-24,3817.9,44,7,-205.92,Minor Loss
U0122,TCS,2016-06-07,1804.09,2016-06-10,1822.02,6,3,107.58,Good Trade
U0111,TCS,2020-11-06,3972.33,2020-11-13,3985.61,36,7,478.08,Good Trade
U0016,AXISBANK,2023-10-26,5421.95,2023-11-21,5488.99,22,26,1474.88,Good Trade
U0172,TCS,2021-06-14,4281.62,2021-06-30,4274.02,43,16,-326.8,Minor Loss
U0193,WIPRO,2015-10-22,1481.41,2015-11-05,1493.88,39,14,486.33,Good Trade
